# x_m,y_m,w_tr_right_m,w_tr_left_m
0.1874,0.0628,0.7125,0.7125
0.2004,0.0627,0.7125,0.7125
0.2135,0.0626,0.7125,0.7125
0.2265,0.0625,0.7125,0.7125
0.2395,0.0624,0.7125,0.7125
0.2525,0.0624,0.7125,0.7125
0.2656,0.0624,0.7125,0.7125
0.2786,0.0623,0.7125,0.7125
0.2916,0.0623,0.7125,0.7125
0.3046,0.0623,0.7125,0.7125
0.3176,0.0623,0.7125,0.7125
0.3306,0.0623,0.7125,0.7125
0.3436,0.0623,0.7125,0.7125
0.3566,0.0624,0.7125,0.7125
0.3695,0.0624,0.7125,0.7125
0.3825,0.0624,0.7125,0.7125
0.3955,0.0625,0.7125,0.7125
0.4085,0.0625,0.7125,0.7125
0.4215,0.0626,0.7125,0.7125
0.4345,0.0626,0.7125,0.7125
0.4475,0.0626,0.7125,0.7125
0.4604,0.0627,0.7125,0.7125
0.4734,0.0627,0.7125,0.7125
0.4864,0.0627,0.7125,0.7125
0.4994,0.0627,0.7125,0.7125
0.5124,0.0628,0.7125,0.7125
0.5254,0.0628,0.7125,0.7125
0.5384,0.0628,0.7125,0.7125
0.5514,0.0627,0.7125,0.7125
0.5644,0.0627,0.7125,0.7125
0.5774,0.0627,0.7125,0.7125
0.5905,0.0626,0.7125,0.7125
0.6035,0.0625,0.7125,0.7125
0.6165,0.0625,0.7125,0.7125
0.6296,0.0624,0.7125,0.7125
0.6426,0.0622,0.7125,0.7125
0.6557,0.0621,0.7125,0.7125
0.6687,0.0619,0.7125,0.7125
0.6818,0.0617,0.7125,0.7125
0.6949,0.0615,0.7125,0.7125
0.7079,0.0615,0.7125,0.7125
0.7207,0.0620,0.7125,0.7125
0.7332,0.0633,0.7125,0.7125
0.7451,0.0658,0.7125,0.7125
0.7565,0.0697,0.7125,0.7125
0.7679,0.0735,0.7125,0.7125
0.7802,0.0753,0.7124,0.7124
0.7935,0.0749,0.7128,0.7128
0.8065,0.0749,0.7126,0.7126
0.8163,0.0780,0.7094,0.7094
0.8236,0.0838,0.7036,0.7036
0.8321,0.0883,0.6992,0.6992
0.8451,0.0883,0.6994,0.6994
0.8593,0.0871,0.7005,0.7005
0.8722,0.0872,0.7002,0.7002
0.8848,0.0875,0.6998,0.6998
0.8977,0.0876,0.6997,0.6997
0.9107,0.0876,0.6998,0.6998
0.9237,0.0876,0.7001,0.7001
0.9368,0.0875,0.7003,0.7003
0.9499,0.0875,0.7003,0.7003
0.9629,0.0875,0.7003,0.7003
0.9759,0.0874,0.7002,0.7002
0.9889,0.0874,0.7000,0.7000
1.0019,0.0875,0.6999,0.6999
1.0148,0.0875,0.6997,0.6997
1.0278,0.0875,0.6996,0.6996
1.0408,0.0875,0.6995,0.6995
1.0538,0.0875,0.6995,0.6995
1.0668,0.0875,0.6997,0.6997
1.0798,0.0875,0.7000,0.7000
1.0928,0.0875,0.7005,0.7005
1.1059,0.0875,0.7010,0.7010
1.1189,0.0875,0.7016,0.7016
1.1318,0.0875,0.7022,0.7022
1.1448,0.0875,0.7028,0.7028
1.1576,0.0875,0.7033,0.7033
1.1705,0.0875,0.7038,0.7038
1.1832,0.0875,0.7042,0.7042
1.1959,0.0875,0.7041,0.7041
1.2085,0.0875,0.7032,0.7032
1.2210,0.0875,0.7009,0.7009
1.2335,0.0875,0.6979,0.6979
1.2462,0.0875,0.6951,0.6951
1.2589,0.0875,0.6930,0.6930
1.2717,0.0875,0.6914,0.6914
1.2846,0.0875,0.6903,0.6903
1.2976,0.0875,0.6894,0.6894
1.3105,0.0875,0.6888,0.6888
1.3235,0.0875,0.6883,0.6883
1.3365,0.0875,0.6879,0.6879
1.3494,0.0875,0.6877,0.6877
1.3624,0.0875,0.6875,0.6875
1.3754,0.0875,0.6874,0.6874
1.3884,0.0875,0.6874,0.6874
1.4014,0.0875,0.6874,0.6874
1.4144,0.0875,0.6874,0.6874
1.4275,0.0875,0.6875,0.6875
1.4405,0.0875,0.6875,0.6875
1.4535,0.0874,0.6875,0.6875
1.4665,0.0874,0.6875,0.6875
1.4795,0.0875,0.6875,0.6875
1.4924,0.0876,0.6876,0.6876
1.5053,0.0877,0.6877,0.6877
1.5184,0.0875,0.6875,0.6875
1.5319,0.0871,0.6870,0.6870
1.5445,0.0874,0.6874,0.6874
1.5540,0.0910,0.6910,0.6910
1.5612,0.0968,0.6968,0.6968
1.5700,0.1009,0.7009,0.7009
1.5836,0.1004,0.7004,0.7004
1.5974,0.0995,0.6995,0.6995
1.6098,0.1002,0.7002,0.7002
1.6228,0.1001,0.7001,0.7001
1.6363,0.0996,0.6996,0.6996
1.6485,0.1004,0.7004,0.7004
1.6566,0.1054,0.7054,0.7054
1.6638,0.1112,0.7112,0.7112
1.6745,0.1135,0.7135,0.7135
1.6879,0.1131,0.7131,0.7131
1.7018,0.1121,0.7121,0.7121
1.7149,0.1120,0.7120,0.7120
1.7276,0.1124,0.7124,0.7124
1.7404,0.1126,0.7126,0.7126
1.7533,0.1127,0.7127,0.7127
1.7663,0.1127,0.7127,0.7127
1.7793,0.1126,0.7126,0.7126
1.7924,0.1126,0.7126,0.7126
1.8055,0.1125,0.7125,0.7125
1.8185,0.1125,0.7125,0.7125
1.8315,0.1124,0.7124,0.7124
1.8445,0.1124,0.7124,0.7124
1.8575,0.1124,0.7124,0.7124
1.8705,0.1124,0.7124,0.7124
1.8835,0.1125,0.7125,0.7125
1.8965,0.1125,0.7125,0.7125
1.9095,0.1125,0.7125,0.7125
1.9225,0.1125,0.7125,0.7125
1.9355,0.1125,0.7125,0.7125
1.9484,0.1125,0.7125,0.7125
1.9614,0.1125,0.7125,0.7125
1.9744,0.1125,0.7125,0.7125
1.9874,0.1125,0.7125,0.7125
2.0004,0.1125,0.7125,0.7125
2.0134,0.1125,0.7125,0.7125
2.0264,0.1125,0.7125,0.7125
2.0394,0.1125,0.7125,0.7125
2.0524,0.1125,0.7125,0.7125
2.0654,0.1125,0.7125,0.7125
2.0784,0.1125,0.7125,0.7125
2.0914,0.1125,0.7125,0.7125
2.1044,0.1125,0.7125,0.7125
2.1174,0.1125,0.7125,0.7125
2.1305,0.1125,0.7125,0.7125
2.1435,0.1125,0.7125,0.7125
2.1565,0.1125,0.7125,0.7125
2.1695,0.1125,0.7125,0.7125
2.1825,0.1125,0.7125,0.7125
2.1955,0.1125,0.7125,0.7125
2.2085,0.1125,0.7125,0.7125
2.2215,0.1125,0.7125,0.7125
2.2345,0.1125,0.7125,0.7125
2.2475,0.1125,0.7125,0.7125
2.2605,0.1125,0.7125,0.7125
2.2735,0.1125,0.7125,0.7125
2.2865,0.1125,0.7125,0.7125
2.2995,0.1125,0.7125,0.7125
2.3125,0.1125,0.7125,0.7125
2.3255,0.1125,0.7125,0.7125
2.3385,0.1125,0.7125,0.7125
2.3515,0.1125,0.7125,0.7125
2.3645,0.1125,0.7125,0.7125
2.3775,0.1125,0.7125,0.7125
2.3905,0.1125,0.7125,0.7125
2.4035,0.1125,0.7125,0.7125
2.4165,0.1125,0.7125,0.7125
2.4295,0.1125,0.7125,0.7125
2.4425,0.1125,0.7125,0.7125
2.4555,0.1125,0.7125,0.7125
2.4685,0.1125,0.7125,0.7125
2.4815,0.1125,0.7125,0.7125
2.4945,0.1125,0.7125,0.7125
2.5075,0.1125,0.7125,0.7125
2.5205,0.1125,0.7125,0.7125
2.5335,0.1125,0.7125,0.7125
2.5465,0.1125,0.7125,0.7125
2.5595,0.1125,0.7125,0.7125
2.5725,0.1125,0.7125,0.7125
2.5855,0.1125,0.7125,0.7125
2.5985,0.1125,0.7125,0.7125
2.6115,0.1125,0.7125,0.7125
2.6245,0.1125,0.7125,0.7125
2.6375,0.1125,0.7125,0.7125
2.6505,0.1125,0.7125,0.7125
2.6635,0.1125,0.7125,0.7125
2.6765,0.1125,0.7125,0.7125
2.6895,0.1125,0.7125,0.7125
2.7025,0.1125,0.7125,0.7125
2.7155,0.1125,0.7125,0.7125
2.7285,0.1125,0.7125,0.7125
2.7415,0.1125,0.7125,0.7125
2.7545,0.1125,0.7125,0.7125
2.7674,0.1125,0.7125,0.7125
2.7804,0.1125,0.7125,0.7125
2.7934,0.1125,0.7125,0.7125
2.8064,0.1125,0.7125,0.7125
2.8194,0.1125,0.7125,0.7125
2.8324,0.1125,0.7125,0.7125
2.8454,0.1125,0.7125,0.7125
2.8585,0.1125,0.7125,0.7125
2.8715,0.1125,0.7125,0.7125
2.8845,0.1125,0.7125,0.7125
2.8975,0.1125,0.7125,0.7125
2.9105,0.1125,0.7125,0.7125
2.9235,0.1125,0.7125,0.7125
2.9365,0.1125,0.7125,0.7125
2.9495,0.1125,0.7125,0.7125
2.9625,0.1125,0.7125,0.7125
2.9755,0.1125,0.7125,0.7125
2.9885,0.1125,0.7125,0.7125
3.0015,0.1125,0.7125,0.7125
3.0145,0.1125,0.7125,0.7125
3.0275,0.1125,0.7125,0.7125
3.0405,0.1125,0.7125,0.7125
3.0535,0.1125,0.7125,0.7125
3.0665,0.1125,0.7125,0.7125
3.0795,0.1125,0.7125,0.7125
3.0925,0.1125,0.7125,0.7125
3.1055,0.1125,0.7125,0.7125
3.1185,0.1125,0.7125,0.7125
3.1315,0.1125,0.7125,0.7125
3.1445,0.1124,0.7124,0.7124
3.1575,0.1124,0.7124,0.7124
3.1705,0.1124,0.7124,0.7124
3.1836,0.1124,0.7124,0.7124
3.1966,0.1124,0.7124,0.7124
3.2096,0.1124,0.7124,0.7124
3.2226,0.1124,0.7124,0.7124
3.2356,0.1124,0.7124,0.7124
3.2485,0.1124,0.7124,0.7124
3.2615,0.1124,0.7124,0.7124
3.2745,0.1125,0.7125,0.7125
3.2875,0.1125,0.7125,0.7125
3.3005,0.1125,0.7125,0.7125
3.3135,0.1125,0.7125,0.7125
3.3264,0.1126,0.7126,0.7126
3.3394,0.1126,0.7126,0.7126
3.3523,0.1126,0.7126,0.7126
3.3653,0.1127,0.7127,0.7127
3.3782,0.1128,0.7128,0.7128
3.3912,0.1128,0.7128,0.7128
3.4042,0.1128,0.7128,0.7128
3.4174,0.1126,0.7126,0.7126
3.4307,0.1123,0.7123,0.7123
3.4443,0.1117,0.7117,0.7117
3.4576,0.1114,0.7114,0.7114
3.4690,0.1130,0.7130,0.7130
3.4775,0.1174,0.7174,0.7174
3.4851,0.1229,0.7229,0.7229
3.4959,0.1251,0.7251,0.7251
3.5088,0.1252,0.7252,0.7252
3.5219,0.1251,0.7251,0.7251
3.5350,0.1250,0.7250,0.7250
3.5481,0.1249,0.7249,0.7249
3.5612,0.1248,0.7248,0.7248
3.5735,0.1255,0.7255,0.7255
3.5818,0.1301,0.7301,0.7301
3.5894,0.1356,0.7356,0.7356
3.6001,0.1379,0.7379,0.7379
3.6129,0.1381,0.7381,0.7381
3.6261,0.1379,0.7379,0.7379
3.6392,0.1378,0.7378,0.7378
3.6523,0.1377,0.7377,0.7377
3.6654,0.1376,0.7376,0.7376
3.6785,0.1375,0.7375,0.7375
3.6915,0.1375,0.7375,0.7375
3.7046,0.1374,0.7374,0.7374
3.7176,0.1374,0.7374,0.7374
3.7306,0.1374,0.7374,0.7374
3.7436,0.1374,0.7374,0.7374
3.7566,0.1374,0.7374,0.7374
3.7696,0.1374,0.7374,0.7374
3.7826,0.1374,0.7374,0.7374
3.7956,0.1374,0.7374,0.7374
3.8086,0.1374,0.7374,0.7374
3.8216,0.1374,0.7374,0.7374
3.8346,0.1374,0.7374,0.7374
3.8475,0.1375,0.7375,0.7375
3.8605,0.1375,0.7375,0.7375
3.8735,0.1375,0.7375,0.7375
3.8865,0.1375,0.7375,0.7375
3.8995,0.1375,0.7375,0.7375
3.9125,0.1375,0.7375,0.7375
3.9255,0.1375,0.7375,0.7375
3.9385,0.1375,0.7376,0.7376
3.9514,0.1375,0.7376,0.7376
3.9644,0.1375,0.7376,0.7376
3.9774,0.1376,0.7376,0.7376
3.9904,0.1376,0.7376,0.7376
4.0034,0.1376,0.7376,0.7376
4.0164,0.1376,0.7376,0.7376
4.0295,0.1376,0.7375,0.7375
4.0425,0.1375,0.7375,0.7375
4.0555,0.1375,0.7375,0.7375
4.0685,0.1375,0.7375,0.7375
4.0815,0.1375,0.7375,0.7375
4.0945,0.1375,0.7375,0.7375
4.1075,0.1375,0.7375,0.7375
4.1205,0.1375,0.7375,0.7375
4.1335,0.1375,0.7375,0.7375
4.1465,0.1375,0.7375,0.7375
4.1595,0.1375,0.7375,0.7375
4.1725,0.1375,0.7375,0.7375
4.1855,0.1375,0.7375,0.7375
4.1985,0.1375,0.7375,0.7375
4.2115,0.1375,0.7375,0.7375
4.2245,0.1375,0.7375,0.7375
4.2375,0.1375,0.7375,0.7375
4.2505,0.1375,0.7375,0.7375
4.2635,0.1375,0.7375,0.7375
4.2765,0.1375,0.7375,0.7375
4.2895,0.1375,0.7375,0.7375
4.3025,0.1375,0.7375,0.7375
4.3155,0.1375,0.7375,0.7375
4.3285,0.1375,0.7375,0.7375
4.3415,0.1375,0.7375,0.7375
4.3545,0.1375,0.7375,0.7375
4.3675,0.1375,0.7375,0.7375
4.3805,0.1375,0.7375,0.7375
4.3935,0.1375,0.7375,0.7375
4.4065,0.1375,0.7375,0.7375
4.4195,0.1375,0.7375,0.7375
4.4325,0.1375,0.7375,0.7375
4.4455,0.1375,0.7375,0.7375
4.4585,0.1375,0.7375,0.7375
4.4715,0.1375,0.7375,0.7375
4.4845,0.1375,0.7375,0.7375
4.4975,0.1375,0.7375,0.7375
4.5105,0.1375,0.7375,0.7375
4.5235,0.1375,0.7375,0.7375
4.5365,0.1375,0.7375,0.7375
4.5495,0.1375,0.7375,0.7375
4.5625,0.1375,0.7375,0.7375
4.5755,0.1375,0.7375,0.7375
4.5885,0.1375,0.7375,0.7375
4.6015,0.1375,0.7375,0.7375
4.6145,0.1375,0.7375,0.7375
4.6275,0.1375,0.7375,0.7375
4.6405,0.1375,0.7375,0.7375
4.6535,0.1375,0.7375,0.7375
4.6665,0.1375,0.7375,0.7375
4.6795,0.1375,0.7375,0.7375
4.6925,0.1375,0.7375,0.7375
4.7055,0.1375,0.7375,0.7375
4.7185,0.1375,0.7375,0.7375
4.7315,0.1375,0.7375,0.7375
4.7445,0.1375,0.7375,0.7375
4.7575,0.1375,0.7375,0.7375
4.7705,0.1375,0.7375,0.7375
4.7835,0.1375,0.7375,0.7375
4.7965,0.1375,0.7375,0.7375
4.8095,0.1375,0.7375,0.7375
4.8225,0.1375,0.7375,0.7375
4.8355,0.1375,0.7375,0.7375
4.8485,0.1375,0.7375,0.7375
4.8615,0.1375,0.7375,0.7375
4.8745,0.1375,0.7375,0.7375
4.8875,0.1375,0.7375,0.7375
4.9005,0.1375,0.7375,0.7375
4.9135,0.1375,0.7375,0.7375
4.9265,0.1375,0.7375,0.7375
4.9395,0.1375,0.7375,0.7375
4.9525,0.1375,0.7375,0.7375
4.9655,0.1376,0.7375,0.7375
4.9785,0.1376,0.7375,0.7375
4.9915,0.1376,0.7375,0.7375
5.0045,0.1376,0.7375,0.7375
5.0175,0.1376,0.7375,0.7375
5.0305,0.1376,0.7375,0.7375
5.0435,0.1376,0.7375,0.7375
5.0565,0.1376,0.7375,0.7375
5.0695,0.1376,0.7375,0.7375
5.0825,0.1376,0.7375,0.7375
5.0955,0.1376,0.7375,0.7375
5.1085,0.1376,0.7375,0.7375
5.1215,0.1375,0.7375,0.7375
5.1346,0.1373,0.7375,0.7375
5.1478,0.1368,0.7375,0.7375
5.1609,0.1365,0.7375,0.7375
5.1730,0.1388,0.7375,0.7375
5.1832,0.1456,0.7377,0.7377
5.1941,0.1505,0.7375,0.7375
5.2070,0.1506,0.7373,0.7373
5.2208,0.1493,0.7379,0.7379
5.2335,0.1499,0.7376,0.7376
5.2422,0.1543,0.7334,0.7334
5.2491,0.1603,0.7274,0.7274
5.2592,0.1631,0.7244,0.7244
5.2722,0.1631,0.7243,0.7243
5.2857,0.1626,0.7248,0.7248
5.2990,0.1624,0.7250,0.7250
5.3121,0.1623,0.7252,0.7252
5.3251,0.1623,0.7252,0.7252
5.3380,0.1624,0.7252,0.7252
5.3509,0.1624,0.7252,0.7252
5.3639,0.1625,0.7251,0.7251
5.3768,0.1625,0.7251,0.7251
5.3898,0.1626,0.7251,0.7251
5.4028,0.1626,0.7250,0.7250
5.4158,0.1626,0.7250,0.7250
5.4288,0.1626,0.7249,0.7249
5.4418,0.1626,0.7249,0.7249
5.4548,0.1626,0.7248,0.7248
5.4678,0.1625,0.7248,0.7248
5.4808,0.1625,0.7248,0.7248
5.4938,0.1625,0.7248,0.7248
5.5068,0.1625,0.7248,0.7248
5.5199,0.1625,0.7249,0.7249
5.5329,0.1625,0.7249,0.7249
5.5459,0.1624,0.7250,0.7250
5.5589,0.1624,0.7251,0.7251
5.5719,0.1625,0.7252,0.7252
5.5849,0.1625,0.7254,0.7254
5.5979,0.1625,0.7255,0.7255
5.6109,0.1625,0.7255,0.7255
5.6239,0.1625,0.7254,0.7254
5.6368,0.1625,0.7251,0.7251
5.6497,0.1625,0.7245,0.7245
5.6626,0.1625,0.7236,0.7236
5.6755,0.1625,0.7225,0.7225
5.6883,0.1625,0.7212,0.7212
5.7011,0.1625,0.7198,0.7198
5.7139,0.1625,0.7183,0.7183
5.7268,0.1625,0.7168,0.7168
5.7396,0.1625,0.7154,0.7154
5.7525,0.1625,0.7141,0.7141
5.7654,0.1625,0.7132,0.7132
5.7784,0.1625,0.7127,0.7127
5.7913,0.1625,0.7124,0.7124
5.8044,0.1625,0.7123,0.7123
5.8174,0.1625,0.7123,0.7123
5.8304,0.1625,0.7124,0.7124
5.8434,0.1625,0.7124,0.7124
5.8564,0.1625,0.7125,0.7125
5.8694,0.1625,0.7125,0.7125
5.8824,0.1625,0.7125,0.7125
5.8954,0.1625,0.7126,0.7126
5.9084,0.1625,0.7126,0.7126
5.9214,0.1625,0.7126,0.7126
5.9344,0.1625,0.7126,0.7126
5.9474,0.1625,0.7126,0.7126
5.9604,0.1625,0.7126,0.7126
5.9734,0.1625,0.7126,0.7126
5.9864,0.1625,0.7126,0.7126
5.9994,0.1625,0.7126,0.7126
6.0124,0.1625,0.7125,0.7125
6.0254,0.1625,0.7125,0.7125
6.0384,0.1625,0.7125,0.7125
6.0514,0.1625,0.7125,0.7125
6.0644,0.1625,0.7125,0.7125
6.0774,0.1625,0.7125,0.7125
6.0904,0.1625,0.7125,0.7125
6.1034,0.1625,0.7124,0.7124
6.1164,0.1625,0.7124,0.7124
6.1294,0.1625,0.7124,0.7124
6.1424,0.1625,0.7124,0.7124
6.1555,0.1625,0.7124,0.7124
6.1685,0.1624,0.7124,0.7124
6.1815,0.1624,0.7124,0.7124
6.1945,0.1624,0.7124,0.7124
6.2075,0.1624,0.7125,0.7125
6.2205,0.1624,0.7125,0.7125
6.2335,0.1625,0.7125,0.7125
6.2464,0.1625,0.7125,0.7125
6.2594,0.1625,0.7125,0.7125
6.2724,0.1625,0.7126,0.7126
6.2853,0.1626,0.7126,0.7126
6.2983,0.1626,0.7126,0.7126
6.3112,0.1627,0.7127,0.7127
6.3242,0.1627,0.7127,0.7127
6.3373,0.1626,0.7126,0.7126
6.3508,0.1621,0.7121,0.7121
6.3643,0.1616,0.7116,0.7116
6.3750,0.1640,0.7140,0.7140
6.3817,0.1702,0.7202,0.7202
6.3899,0.1750,0.7250,0.7250
6.4027,0.1752,0.7252,0.7252
6.4163,0.1746,0.7246,0.7246
6.4286,0.1753,0.7253,0.7253
6.4415,0.1754,0.7254,0.7254
6.4556,0.1743,0.7243,0.7243
6.4685,0.1745,0.7245,0.7245
6.4774,0.1785,0.7285,0.7285
6.4840,0.1850,0.7349,0.7349
6.4942,0.1878,0.7378,0.7378
6.5073,0.1876,0.7376,0.7376
6.5204,0.1874,0.7375,0.7375
6.5335,0.1874,0.7375,0.7375
6.5465,0.1875,0.7375,0.7375
6.5594,0.1875,0.7375,0.7375
6.5724,0.1875,0.7375,0.7375
6.5854,0.1876,0.7375,0.7375
6.5984,0.1876,0.7375,0.7375
6.6114,0.1876,0.7375,0.7375
6.6244,0.1876,0.7375,0.7375
6.6374,0.1876,0.7375,0.7375
6.6504,0.1875,0.7375,0.7375
6.6634,0.1875,0.7375,0.7375
6.6764,0.1875,0.7375,0.7375
6.6894,0.1875,0.7375,0.7375
6.7024,0.1875,0.7375,0.7375
6.7155,0.1874,0.7375,0.7375
6.7285,0.1874,0.7375,0.7375
6.7415,0.1874,0.7375,0.7375
6.7545,0.1874,0.7375,0.7375
6.7675,0.1874,0.7375,0.7375
6.7805,0.1874,0.7375,0.7375
6.7935,0.1874,0.7375,0.7375
6.8065,0.1874,0.7375,0.7375
6.8195,0.1874,0.7375,0.7375
6.8324,0.1875,0.7375,0.7375
6.8454,0.1875,0.7375,0.7375
6.8584,0.1876,0.7375,0.7375
6.8714,0.1876,0.7375,0.7375
6.8844,0.1876,0.7375,0.7375
6.8974,0.1877,0.7375,0.7375
6.9104,0.1877,0.7375,0.7375
6.9233,0.1877,0.7375,0.7375
6.9364,0.1877,0.7375,0.7375
6.9494,0.1877,0.7375,0.7375
6.9624,0.1876,0.7375,0.7375
6.9754,0.1875,0.7375,0.7375
6.9885,0.1875,0.7375,0.7375
7.0015,0.1873,0.7375,0.7375
7.0146,0.1872,0.7375,0.7375
7.0277,0.1870,0.7375,0.7375
7.0407,0.1868,0.7375,0.7375
7.0537,0.1868,0.7375,0.7375
7.0661,0.1882,0.7375,0.7375
7.0776,0.1920,0.7375,0.7375
7.0883,0.1974,0.7375,0.7375
7.0998,0.2010,0.7375,0.7375
7.1131,0.2005,0.7375,0.7375
7.1268,0.1991,0.7378,0.7378
7.1383,0.2011,0.7366,0.7366
7.1448,0.2076,0.7301,0.7301
7.1528,0.2125,0.7249,0.7249
7.1654,0.2128,0.7247,0.7247
7.1786,0.2127,0.7249,0.7249
7.1917,0.2126,0.7251,0.7251
7.2048,0.2125,0.7252,0.7252
7.2178,0.2124,0.7252,0.7252
7.2309,0.2124,0.7252,0.7252
7.2438,0.2124,0.7251,0.7251
7.2568,0.2124,0.7250,0.7250
7.2698,0.2125,0.7249,0.7249
7.2827,0.2125,0.7248,0.7248
7.2957,0.2125,0.7248,0.7248
7.3087,0.2125,0.7248,0.7248
7.3217,0.2125,0.7248,0.7248
7.3347,0.2125,0.7248,0.7248
7.3477,0.2125,0.7249,0.7249
7.3607,0.2125,0.7249,0.7249
7.3737,0.2125,0.7250,0.7250
7.3868,0.2125,0.7251,0.7251
7.3998,0.2125,0.7252,0.7252
7.4128,0.2125,0.7252,0.7252
7.4258,0.2125,0.7253,0.7253
7.4388,0.2125,0.7253,0.7253
7.4518,0.2125,0.7253,0.7253
7.4648,0.2125,0.7253,0.7253
7.4778,0.2125,0.7253,0.7253
7.4908,0.2125,0.7252,0.7252
7.5038,0.2125,0.7250,0.7250
7.5168,0.2125,0.7248,0.7248
7.5297,0.2125,0.7246,0.7246
7.5426,0.2125,0.7242,0.7242
7.5556,0.2125,0.7238,0.7238
7.5685,0.2125,0.7231,0.7231
7.5813,0.2125,0.7222,0.7222
7.5942,0.2125,0.7210,0.7210
7.6070,0.2125,0.7196,0.7196
7.6198,0.2125,0.7181,0.7181
7.6327,0.2125,0.7165,0.7165
7.6455,0.2125,0.7151,0.7151
7.6584,0.2125,0.7140,0.7140
7.6713,0.2125,0.7131,0.7131
7.6843,0.2125,0.7125,0.7125
7.6972,0.2125,0.7121,0.7121
7.7102,0.2125,0.7119,0.7119
7.7232,0.2125,0.7119,0.7119
7.7362,0.2125,0.7119,0.7119
7.7493,0.2125,0.7120,0.7120
7.7623,0.2125,0.7122,0.7122
7.7753,0.2125,0.7123,0.7123
7.7883,0.2125,0.7125,0.7125
7.8013,0.2125,0.7126,0.7126
7.8144,0.2125,0.7127,0.7127
7.8274,0.2125,0.7127,0.7127
7.8404,0.2125,0.7128,0.7128
7.8534,0.2125,0.7128,0.7128
7.8664,0.2125,0.7128,0.7128
7.8794,0.2125,0.7128,0.7128
7.8924,0.2125,0.7127,0.7127
7.9054,0.2125,0.7127,0.7127
7.9183,0.2125,0.7127,0.7127
7.9313,0.2125,0.7126,0.7126
7.9443,0.2125,0.7126,0.7126
7.9573,0.2125,0.7125,0.7125
7.9703,0.2125,0.7125,0.7125
7.9833,0.2125,0.7124,0.7124
7.9963,0.2125,0.7124,0.7124
8.0093,0.2125,0.7124,0.7124
8.0223,0.2125,0.7123,0.7123
8.0353,0.2125,0.7123,0.7123
8.0483,0.2125,0.7123,0.7123
8.0613,0.2125,0.7123,0.7123
8.0743,0.2125,0.7124,0.7124
8.0873,0.2125,0.7124,0.7124
8.1003,0.2125,0.7124,0.7124
8.1133,0.2125,0.7124,0.7124
8.1263,0.2125,0.7125,0.7125
8.1393,0.2125,0.7125,0.7125
8.1523,0.2125,0.7125,0.7125
8.1653,0.2125,0.7126,0.7126
8.1783,0.2125,0.7126,0.7126
8.1913,0.2125,0.7126,0.7126
8.2043,0.2125,0.7126,0.7126
8.2173,0.2125,0.7126,0.7126
8.2303,0.2125,0.7126,0.7126
8.2433,0.2125,0.7126,0.7126
8.2563,0.2125,0.7126,0.7126
8.2693,0.2125,0.7125,0.7125
8.2823,0.2125,0.7125,0.7125
8.2953,0.2125,0.7124,0.7124
8.3083,0.2125,0.7124,0.7124
8.3213,0.2125,0.7124,0.7124
8.3343,0.2125,0.7125,0.7125
8.3474,0.2125,0.7125,0.7125
8.3605,0.2123,0.7124,0.7124
8.3731,0.2127,0.7127,0.7127
8.3813,0.2175,0.7175,0.7175
8.3882,0.2237,0.7237,0.7237
8.3989,0.2260,0.7260,0.7260
8.4125,0.2253,0.7253,0.7253
8.4264,0.2244,0.7244,0.7244
8.4389,0.2249,0.7249,0.7249
8.4516,0.2253,0.7253,0.7253
8.4652,0.2246,0.7246,0.7246
8.4764,0.2264,0.7264,0.7264
8.4839,0.2320,0.7320,0.7320
8.4921,0.2367,0.7367,0.7367
8.5037,0.2381,0.7381,0.7381
8.5168,0.2380,0.7380,0.7380
8.5300,0.2379,0.7379,0.7379
8.5431,0.2378,0.7378,0.7378
8.5562,0.2376,0.7376,0.7376
8.5693,0.2376,0.7376,0.7376
8.5824,0.2375,0.7375,0.7375
8.5954,0.2374,0.7374,0.7374
8.6084,0.2374,0.7374,0.7374
8.6215,0.2374,0.7374,0.7374
8.6345,0.2374,0.7374,0.7374
8.6475,0.2374,0.7374,0.7374
8.6605,0.2374,0.7374,0.7374
8.6735,0.2374,0.7374,0.7374
8.6864,0.2374,0.7374,0.7374
8.6994,0.2374,0.7374,0.7374
8.7124,0.2374,0.7374,0.7374
8.7254,0.2375,0.7375,0.7375
8.7383,0.2375,0.7375,0.7375
8.7513,0.2375,0.7375,0.7375
8.7643,0.2375,0.7375,0.7375
8.7773,0.2376,0.7376,0.7376
8.7903,0.2376,0.7376,0.7376
8.8033,0.2376,0.7376,0.7376
8.8163,0.2376,0.7376,0.7376
8.8293,0.2376,0.7376,0.7376
8.8423,0.2376,0.7376,0.7376
8.8553,0.2376,0.7376,0.7376
8.8683,0.2376,0.7376,0.7376
8.8813,0.2376,0.7375,0.7375
8.8943,0.2375,0.7375,0.7375
8.9073,0.2375,0.7375,0.7375
8.9203,0.2375,0.7375,0.7375
8.9333,0.2375,0.7375,0.7375
8.9464,0.2375,0.7375,0.7375
8.9594,0.2375,0.7375,0.7375
8.9724,0.2375,0.7375,0.7375
8.9854,0.2375,0.7375,0.7375
8.9984,0.2375,0.7375,0.7375
9.0114,0.2375,0.7375,0.7375
9.0244,0.2375,0.7375,0.7375
9.0374,0.2375,0.7375,0.7375
9.0504,0.2375,0.7375,0.7375
9.0634,0.2375,0.7375,0.7375
9.0764,0.2375,0.7375,0.7375
9.0894,0.2375,0.7375,0.7375
